Drug_ID,Drug,MW,LogP,HBD,HBA,TPSA,RotBonds,Rings,FractionCSP3,Y
LY334370,CN1CCC(c2c[nH]c3ccc(NC(=O)c4ccc(F)cc4)cc23)CC1,351.4250000000001,4.368500000000003,2,2,48.13,3,4,0.2857142857142857,-5.3211966
Dexamethasone-?-D-glucoside,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,554.6080000000004,-0.28009999999999885,6,10,173.98,5,5,0.7857142857142857,-6.3982739
Lactulose,OC[C@@H]1O[C@@](O)(CO)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,342.297,-5.395599999999993,8,11,189.52999999999997,5,2,1.0,-6.5364394
PNU 200603,N=C(N)c1ccc2nc(-c3ccccn3)[nH]c2c1,237.26600000000002,1.90897,3,3,91.44,2,3,0.0,-6.4579659000000005
L-alanine,C[C@H](N)C(=O)O,89.09399999999998,-0.5817999999999999,2,2,63.32000000000001,1,0,0.6666666666666666,-5.4201083
Tiotidine,C/N=C(\NC#N)NCCSCc1csc(N=C(N)N)n1,312.42800000000005,-0.07271999999999912,4,6,137.5,6,1,0.4,-5.6587887000000014
Glycylsarcosine,CN(CC(=O)O)C(=O)CN,146.14599999999996,-1.5118999999999982,2,3,83.63000000000001,3,0,0.6,-4.9000001
MEN15596,Cc1ccc2cc(C(=O)NC3(C(=O)N[C@H](Cc4ccccc4)C(=O)NCC4CCN(CC5CCOCC5)CC4)CCCC3)sc2c1,644.8820000000001,5.234620000000005,3,6,99.77000000000001,11,6,0.5405405405405406,-5.291214900000001
9-Nitrocamptothecin (9-NC),CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N(O)O)cccc3nc2-1,395.3710000000001,1.6644,3,9,125.12,2,5,0.25,-5.198543099999998
H 95/71,CC(C)NCC(O)COc1ccc(NC=O)cc1,252.31400000000002,0.9925999999999993,3,4,70.59,8,1,0.46153846153846156,-5.4279842
H 244/45,CCC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,280.36799999999994,1.7727999999999997,3,4,70.59,8,1,0.5333333333333333,-5.2198415
Oxacillin,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,401.44400000000013,1.89532,2,6,112.74,4,4,0.3684210526315789,-4.8797115999999985
Cyclo(-PFwKTF-) (1),C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,806.9649999999998,1.134200000000011,8,8,227.84999999999997,11,6,0.4090909090909091,-6.2209244
Cyclo(-PFwKTMeF-) (3),C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C1=O,820.9919999999997,1.476400000000011,7,8,219.05999999999997,11,6,0.4222222222222222,-6.3005152
Cyclo(-PFMewKTF-) (4),C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,820.9919999999998,1.4764000000000104,7,8,219.05999999999997,11,6,0.4222222222222222,-6.3989701
Cyclo(-PFMewMeKTF-) (6),C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)N(C)C(=O)[C@@H](Cc2c[nH]c3ccccc23)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,835.0189999999999,1.8186000000000107,6,8,210.26999999999998,11,6,0.43478260869565216,-6.742363900000001
Ac-D-phe-NH2,CC(=O)N[C@@H](Cc1ccccc1)C(N)=O,206.24499999999998,0.21909999999999996,2,2,72.19,4,1,0.2727272727272727,-5.10009
Ac-D-phe2-NH2,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(N)=O,353.4220000000001,0.9465999999999999,3,3,101.28999999999999,8,2,0.25,-5.6994848
Ac-D-phe2-(NMe-D-phe)-NH2,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,514.6260000000002,2.0162999999999998,3,4,121.6,12,3,0.26666666666666666,-5.3484769
Ac-D-phe-(NMe-D-phe)2-NH2 {[14C]-Acf(N-Mef)2NH2 },CC(=O)N[C@@H](Cc1ccccc1)C(=O)N(C)[C@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,528.6530000000002,2.358499999999999,2,4,112.81,12,3,0.2903225806451613,-4.922927400000002
Ac-(NMe-D-phe)3-NH2,CC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,542.6800000000003,2.7007000000000003,1,4,104.02000000000001,12,3,0.3125,-4.6937804000000005
Ac-(NMe-D-phe)3-NHMe,CNC(=O)[C@H](Cc1ccccc1)N(C)C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](Cc1ccccc1)N(C)C(C)=O,556.7070000000001,2.9613999999999994,1,4,90.03,12,3,0.3333333333333333,-4.494889700000001
BMS 189664,CS(=O)(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCC1CCN(C(=N)N)CC1,478.61900000000037,-0.14042999999999717,4,5,148.69000000000003,8,3,0.5909090909090909,-6.561124799999999
PNU200969,CCOC(=O)NC(=N)c1ccc2nc(Cc3nc4ccccc4[nH]3)[nH]c2c1,362.39300000000003,3.101470000000001,4,5,119.53999999999999,4,4,0.15789473684210525,-6.152451
PNU-93936A,CC(=O)NCC1CN(c2cc(F)c(-c3ccncc3)c(F)c2)C(=O)O1,347.3210000000001,2.4881,1,4,71.53,4,3,0.23529411764705882,-4.29
PNU-100766,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,337.35100000000006,1.1235999999999997,1,5,71.11,4,3,0.5,-4.6788902000000006
PNU-184435,CC(=S)NC[C@H]1CN(c2ccc(N3CCCS(=O)CC3)c(F)c2)C(=O)O1,399.51300000000015,2.0465999999999998,1,5,61.879999999999995,4,3,0.5294117647058824,-5.338621099999999
PNU-184249,CCC(=S)NC[C@H]1CN(c2ccc(N3CCN(C=O)CC3)c(F)c2)C(=O)O1,394.47200000000015,1.7562999999999998,1,5,65.12,6,3,0.5,-4.4579659000000005
PNU-184148,O=C(CO)N1CCN(c2ccc(N3C[C@H](CNC(=S)C4CC4)OC3=O)cc2F)CC1,436.5090000000003,1.1187999999999987,2,6,85.35,6,4,0.55,-4.4308991
PNU-184147,CCC(=S)NC[C@H]1CN(c2ccc(N3CCN(C(=O)CO)CC3)c(F)c2)C(=O)O1,424.4980000000002,1.1187999999999998,2,6,85.35000000000001,6,3,0.5263157894736842,-4.7423639
PNU-184421,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(C#N)nc3)c(F)c2)C(=O)O1,354.3410000000001,2.2206799999999998,1,5,95.32000000000001,4,3,0.2222222222222222,-4.3783755
PNU-184470,CC(=S)NC[C@H]1CN(c2ccc(N3CCCS(=O)(=O)CC3)c(F)c2)C(=O)O1,415.51200000000017,1.7127,1,6,78.95,4,3,0.5294117647058824,-4.6391363
PNU-179962,CC(=O)NC[C@H]1CN(c2ccc(-c3nnc(CC/C(C)=N\O)s3)c(F)c2)C(=O)O1,421.4540000000001,2.5882000000000005,2,8,117.01,7,3,0.3888888888888889,-5.250906
PNU-179399,NC(=S)NC[C@H]1CN(c2ccc(C3CCS(=O)(=O)CC3)c(F)c2)C(=O)O1,401.4850000000002,1.2762999999999995,2,5,101.73,4,3,0.5,-5.8880281
"NK1NK2 analogue 105 (MDL 105,212)",COc1cc(C(=O)N2CC[C@](CCN3CCC(C(N)=O)(c4ccccc4)CC3)(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC,640.6080000000001,5.712300000000005,1,6,94.33000000000001,10,5,0.4117647058823529,-5.4105153
NK1NK2 analogue 212 (15d),COc1cc(C(=O)N2CC[C@](CCN3CCC(C(=O)N4CCOCC4)(c4ccccc4)CC3)(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC,710.6990000000002,6.085800000000008,0,7,80.78000000000002,10,6,0.47368421052631576,-5.0814137000000015
366094,CNC(=O)C(c1ccc2nc(N)n(C(C)C)c2c1)c1cccc(F)c1F,358.392,3.355500000000002,2,4,72.94,4,3,0.2631578947368421,-5.0
"EI analogue 101 (MDL 101,146)",CC(C)C(NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)c1ccc(C(=O)N2CCOCC2)cc1)C(C)C)C(=O)C(F)(F)C(F)(F)F,632.6270000000005,2.8119000000000014,2,6,125.12,10,3,0.6206896551724138,-5.098455
354400,CC(C)NS(=O)(=O)n1c(N)nc2ccc(C(C(N)=O)c3cc(F)ccc3F)cc21,423.4450000000001,1.6048000000000002,3,6,133.1,6,3,0.2222222222222222,-4.5388007
"EI analogue 102 (MDL 102,111)",CC(C)C(NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)N1CCOCC1)C(C)C)C(=O)C(F)(F)C(F)(F)F,528.5190000000002,1.9512999999999987,2,5,108.05000000000001,8,2,0.8181818181818182,-4.517849900000001
368177,CNC(=O)C(c1ccc2nc(N)n(C3CCCC3)c2c1)c1ccccc1F,366.44,3.750600000000002,2,4,72.94,4,4,0.3333333333333333,-4.907450700000001
Thiamin (Vitamin B1),Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,265.36199999999997,0.60774,2,5,75.91,4,2,0.4166666666666667,-5.2685814
6MAQH (W2),O=C(CS)NCCCCCC(=O)Nc1cccc2cccnc12,331.44100000000003,2.779700000000001,3,4,71.09,8,2,0.35294117647058826,-4.8496218
Bicyclol,COC(=O)c1cc(OC)c2c(c1-c1c(CO)cc(OC)c3c1OCO3)OCO2,390.3440000000002,2.1071,1,9,101.91000000000003,5,4,0.3157894736842105,-4.7979398
5'-L-phenylalanyl-floxuridine,NC(Cc1ccccc1)C(=O)OC[C@@H]1O[C@H](n2cc(F)c(=O)[nH]c2=O)C[C@H]1O,393.3710000000001,-0.5626999999999993,3,8,136.64,6,3,0.3888888888888889,-5.3891382000000005
5'-L-isoleucyl-floxuridine,CCC(C)C(N)C(=O)OC[C@@H]1O[C@H](n2cc(F)c(=O)[nH]c2=O)C[C@H]1O,359.3540000000001,-0.7592999999999983,3,8,136.64,6,2,0.6666666666666666,-5.5908804000000005
5'-L-valyl-L-phenylalanyl-floxuridine,CC(C)C(N)C(=O)NC(Cc1ccccc1)C(=O)OC[C@@H]1O[C@H](n2cc(F)c(=O)[nH]c2=O)C[C@H]1O,492.50400000000025,-0.4218999999999981,4,9,165.73999999999998,9,3,0.4782608695652174,-6.080461
5'-L-leucyl-L-glycyl-floxuridine,CC(C)CC(N)C(=O)NCC(=O)OC[C@@H]1O[C@H](n2cc(F)c(=O)[nH]c2=O)C[C@H]1O,416.4060000000001,-1.6430999999999965,4,9,165.73999999999998,8,2,0.6470588235294118,-5.4206805000000005
Tanshinol (TSL),O=C(O)C(O)Cc1ccc(O)c(O)c1,198.174,0.08580000000000004,4,4,97.99000000000001,3,1,0.2222222222222222,-5.9118199
Salvianolic acid A (SAA),O=C(/C=C/c1ccc(O)c(O)c1/C=C/c1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O,494.4520000000002,3.342900000000003,7,9,184.98,8,3,0.07692307692307693,-7.2277412
Salvianolic acid D (SAD),O=C(O)Cc1c(/C=C/C(=O)OC(Cc2ccc(O)c(O)c2)C(=O)O)ccc(O)c1O,418.3540000000001,1.3883999999999999,6,8,181.81999999999996,8,2,0.15,-7.179570699999998
Lithospermic acid (LSA),O=C(/C=C/c1ccc(O)c2c1C(C(=O)O)C(c1ccc(O)c(O)c1)O2)OC(Cc1ccc(O)c(O)c1)C(=O)O,538.4610000000004,2.7688000000000015,7,10,211.27999999999997,8,4,0.14814814814814814,-7.0891552
14,CCCCCCC(N)C(=O)N[C@@H](Cc1c(C)cc(O)cc1C)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,779.9830000000002,3.7466400000000046,7,7,212.74,19,5,0.4318181818181818,-6.222376799999998
Epimedin A,COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3c(=O)c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1,822.8100000000005,-1.8134999999999963,10,19,297.12,12,6,0.5641025641025641,-6.4910722000000005
Epimedin B,COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O[C@H]2OC[C@H](O)[C@@H](O)[C@@H]2O)cc1,808.7830000000006,-1.4687999999999986,10,19,297.12,11,6,0.5526315789473685,-6.5595455000000005
Icariin,COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O)cc1,676.6680000000005,0.06789999999999852,8,15,238.19999999999996,9,5,0.48484848484848486,-6.2292061
Baohuoside I,COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O[C@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O)cc1,514.5270000000003,2.5948,5,10,159.05,6,4,0.37037037037037035,-5.8378239
Umbelliferone,O=c1ccc2ccc(O)cc2o1,162.14399999999998,1.4986,1,3,50.44,0,2,0.0,-4.5710139000000005
Angelol-A,C/C=C(/C)C(=O)O[C@H](c1cc2ccc(=O)oc2cc1OC)[C@H](O)C(C)(C)O,376.40500000000014,2.4839000000000007,2,7,106.20000000000002,6,2,0.4,-4.8123703
Angelol-B,C/C=C(/C)C(=O)O[C@@H]([C@@H](O)c1cc2ccc(=O)oc2cc1OC)C(C)(C)O,376.40500000000014,2.4839000000000007,2,7,106.20000000000002,6,2,0.4,-4.8499289
"8-Hydroxy-pentadeca-(9E,13Z)-dien-11-yn-2-one (2)",C/C=C\C#C/C=C/C(O)CCCCCC(C)=O,234.33899999999988,3.0225000000000017,1,2,37.3,7,0,0.5333333333333333,-4.3099017
"Pentadeca-(8Z,13Z)dien-11-yn-2-one (5)",C/C=C\C#CC/C=C\CCCCCC(C)=O,218.33999999999992,4.051700000000003,0,1,17.07,7,0,0.5333333333333333,-5.0
"Tetradec-(8Z)-ene-11,13-diyn-2-one (6)",C#CC#CC/C=C\CCCCCC(C)=O,202.29699999999994,3.1088000000000022,0,1,17.07,7,0,0.5,-4.492425
SB639,O=C(/C=C/c1ccc2c(c1)nc(CCc1ccccc1)n2CCN1CCCC1)NO,404.51400000000024,3.4359,2,5,70.39,8,4,0.3333333333333333,-5.5207167
PB-26,Cn1cncc1CN1CC(N(Cc2cccc(-n3cccc3)c2)S(=O)(=O)c2ccccn2)Cc2cc(C#N)ccc21,563.6870000000002,4.2998800000000035,0,8,100.05000000000001,8,6,0.1935483870967742,-5.6391363
PB-27,Cn1cncc1CN1CC(N(Cc2ccccn2)S(=O)(=O)c2ccccn2)Cc2cc(C#N)ccc21,499.60000000000025,2.90418,0,8,108.01000000000002,7,5,0.23076923076923078,-5.7979398
PB-104,CCOC(=O)N1CCC(CN(C2Cc3cc(C#N)ccc3N(Cc3cncn3C)C2)S(=O)(=O)c2ccccn2)CC1,577.7110000000001,3.177480000000002,0,9,124.65999999999998,8,5,0.4482758620689655,-5.5875134000000015
MEN14268,O=C(NC1(C(=O)N[C@@H](Cc2ccccc2)C(=O)NCCCN2CCOCC2)CCCC1)c1cc2ccccc2s1,562.7360000000006,3.5099000000000036,3,6,99.77000000000001,11,5,0.45161290322580644,-5.0478787
MEN14732,O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCCCN2CCOCC2)CCCC1)c1ccc(-c2ccccc2)cc1,582.7450000000007,3.9622000000000037,3,5,99.77000000000001,12,5,0.4,-4.7399998
MEN14745,O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCCCN2CCOCC2)CCCC1)c1cc2ccccc2o1,546.6680000000006,3.041400000000002,3,6,112.91000000000001,11,5,0.45161290322580644,-5.2209244
MEN15353,O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NC2CCN(CC3CCOCC3)CC2)CCCC1)c1cc2ccccc2s1,616.8280000000007,4.678600000000004,3,6,99.77000000000001,10,6,0.5142857142857142,-5.0700002
MEN15366,O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCCC2CCN(CC3CCOCC3)CC2)CCCC1)c1cc2ccccc2s1,644.8820000000006,5.316300000000005,3,6,99.77000000000001,12,6,0.5405405405405406,-5.4094677
MEN15716,CCN(CC)c1ccc2cc(C(=O)NC3(C(=O)N[C@H](Cc4ccccc4)C(=O)NCC4CCN(CC5CCOCC5)CC4)CCCC3)sc2c1,701.9779999999997,5.7724000000000055,3,7,103.01,14,6,0.575,-4.997839
-,O=C(O)c1ccncc1,123.11099999999998,0.7797999999999999,1,2,50.19,1,1,0.0,-5.1900001
-,Nc1cccnc1,94.117,0.6638000000000001,1,2,38.91,0,1,0.0,-4.5380535
-,NC(=O)c1ccncc1,122.12699999999997,0.18049999999999994,1,2,55.980000000000004,1,1,0.0,-4.2782722
-,Clc1ccncc1,113.54699999999998,1.7349999999999997,0,1,12.89,0,1,0.0,-4.220202
-,OCc1ccncc1,109.12799999999999,0.5739,1,2,33.120000000000005,1,1,0.16666666666666666,-4.0902224
-,c1ccc(-c2ccncc2)cc1,155.2,2.7486000000000006,0,1,12.89,1,2,0.0,-4.0680037
-,Nc1ccncc1,94.11699999999999,0.6638000000000001,1,2,38.91,0,1,0.0,-4.0202255
-,CCc1ccncc1,107.15599999999998,1.644,0,1,12.89,1,1,0.2857142857142857,-3.9723473
-,c1ccncc1,79.10199999999998,1.0816,0,1,12.89,0,1,0.0,-3.9703081
-,Cc1ccncc1,93.12899999999999,1.39002,0,1,12.89,0,1,0.16666666666666666,-3.9612868
-,c1ccc(-c2cccnc2)cc1,155.2,2.7486000000000006,0,1,12.89,1,2,0.0,-3.8880284
4'-Cl BZT,CN1C2CC[C@@H]1CC(OC(c1ccccc1)c1ccc(Cl)cc1)C2,341.88200000000006,5.071200000000005,0,2,12.47,4,4,0.42857142857142855,-4.9114642
"3',4''-diCl BZT",CN1C2CC[C@@H]1CC(OC(c1ccc(Cl)cc1)c1cccc(Cl)c1)C2,376.3270000000001,5.724600000000005,0,2,12.47,4,4,0.42857142857142855,-5.5975828000000005
7-MF,COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,252.269,3.468600000000002,0,3,39.44,2,3,0.0625,-4.6479459
"5,7-DMF",COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1,282.2950000000001,3.4772000000000025,0,4,48.67,3,3,0.11764705882352941,-4.6313224
"5,7,4'-TMF",COc1ccc(-c2cc(=O)c3c(OC)cc(OC)cc3o2)cc1,312.321,3.485800000000002,0,5,57.900000000000006,4,3,0.16666666666666666,-4.5595455000000005
"7,4'-DHF",O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12,254.24099999999999,2.871200000000001,2,4,70.67,1,3,0.0,-5.2123351
"Chrysin (5,7-DHF)",O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,254.24099999999999,2.8712000000000013,2,4,70.67,1,3,0.0,-5.0105972
"Apigenin (5,7,4'-THF)",O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,270.24,2.576800000000001,3,5,90.9,1,3,0.0,-4.9821801
12d,Cn1cnc(S(=O)(=O)N(CCN(Cc2cncn2C)c2ccc(C#N)cc2)Cc2ccccc2)c1,489.6050000000002,2.922980000000001,0,8,100.05000000000001,10,4,0.24,-5.9593034000000005
12q,Cn1cnc(S(=O)(=O)N(CCN(Cc2cncn2C)c2ccc(C#N)cc2)CC2CCCCC2)c1,495.65300000000036,3.3030800000000013,0,8,100.05000000000001,10,4,0.48,-5.8219547
Biotin-Saquinavir,CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1CC(OC(=O)CCCCC1SCC2NC(=O)NC21)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,897.1559999999998,4.369100000000007,6,10,213.95,18,7,0.5625,-6.4094677
G6191,CN1C(=O)CN(CCC(=O)O)C(=O)c2cc(NCc3ccc(C(=N)N)cc3)ccc21,409.44600000000014,1.4760700000000004,4,5,139.82000000000002,7,3,0.23809523809523808,-6.4579659000000005
G6262,CCOC(=O)CCN1CC(=O)N(C)c2ccc(OCc3ccc(C(=N)N)cc3)cc2C1=O,438.4840000000002,1.9214699999999996,2,6,126.02000000000001,8,3,0.30434782608695654,-6.3682656
G6264,CCOC(=O)CCN1CC(=O)N(C)c2ccc(NCc3ccc(C(=N)N)cc3)cc2C1=O,437.5000000000002,1.9545699999999993,3,6,128.82,8,3,0.30434782608695654,-6.8519359
XP13512,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,329.39300000000003,2.683,2,5,101.93,7,1,0.8125,-4.5093193
20(S)-camptothecin (CPT),CC[C@]1(O)C(=O)OCc2c1cc1n(c2=O)-c2cc3ccccc3nc2C1,348.35800000000006,1.9443000000000001,1,6,81.42,1,5,0.25,-4.3318486
353462,CN(C)C(=O)NS(=O)(=O)n1c(N)nc2ccc(C(C(N)=O)c3cccc(F)c3)cc21,434.45300000000015,0.7389000000000011,3,7,153.41,5,3,0.16666666666666666,-4.1700001
366853,CC(C)n1c(N)nc2ccc(C(C(N)=O)c3cccc(F)c3F)cc21,344.36500000000007,3.094800000000001,2,4,86.93,4,3,0.2222222222222222,-5.187450900000001
CPU-86017,COc1ccc2c(c1OC)C[N+]1(Cc3ccc(Cl)cc3)CCc3cc4c(cc3C1C2)OCO4.[Cl-],500.42200000000025,2.4604,0,4,36.92,4,6,0.3333333333333333,-6.2314224000000005
Harmol,Cc1nccc2c1[nH]c1cc(O)ccc12,198.225,2.7301200000000003,2,2,48.91,0,3,0.08333333333333333,-5.3022589999999985
CF 1525 (p-Me),COC(=O)C(C)NP(=O)(OC[C@@H]1C=C[C@H](n2cc(C)c(=O)[nH]c2=O)O1)Oc1ccc(C)cc1,479.4260000000003,1.9618399999999987,2,9,137.94999999999996,9,3,0.38095238095238093,-5.8474512
CF 1523 (p-Cl),COC(=O)C(C)NP(=O)(OC[C@@H]1C=C[C@H](n2cc(C)c(=O)[nH]c2=O)O1)Oc1ccc(Cl)cc1,499.8440000000003,2.306819999999999,2,9,137.94999999999996,9,3,0.35,-5.7328787000000005
CF 1517 (p-Br),COC(=O)C(C)NP(=O)(OC[C@@H]1C=C[C@H](n2cc(C)c(=O)[nH]c2=O)O1)Oc1ccc(Br)cc1,544.2950000000003,2.41592,2,9,137.94999999999996,9,3,0.35,-5.6954093
CF 1572 (p-I),COC(=O)C(C)NP(=O)(OC[C@@H]1C=C[C@H](n2cc(C)c(=O)[nH]c2=O)O1)Oc1ccc(I)cc1,591.2950000000003,2.2580199999999992,2,9,137.94999999999996,9,3,0.35,-5.130000099999998
Roxithromycin,CC[C@@H]1OC(=O)[C@@H](C)[C@H](O[C@@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@H](C)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@@]1(C)O,837.058,2.2096000000000076,5,17,216.88999999999996,13,3,0.9512195121951219,-5.7397189000000015
"2-Amino-1-methyl-6-phenylimidazo-[4,5-b]pyridine (PhIP)",Cn1c(N)nc2ncc(-c3ccccc3)cc21,224.26700000000002,2.2175000000000002,1,4,56.730000000000004,1,3,0.07692307692307693,-4.8205117999999985
8,COc1cc(C)ccc1S(=O)(=O)NC(=O)C(c1ccc2c(c1)OCO2)c1cn(C)c2cc(C#N)ccc12,517.5630000000002,3.732700000000003,1,8,119.65,6,5,0.18518518518518517,-5.1011863
10,COc1cc(C)ccc1S(=O)(=O)NC(=O)C(c1ccc2c(c1)OCO2)c1cn(C)c2cc(F)ccc12,510.54300000000023,4.000120000000003,1,7,95.86000000000001,6,5,0.19230769230769232,-4.6994848
11,COc1cc(C)ccc1S(=O)(=O)NC(=O)C(c1ccc2c(c1)OCO2)c1cn(C)c2cc(C(C)=O)ccc12,534.5900000000003,4.063620000000004,1,8,112.93,7,5,0.21428571428571427,-5.8519359
12,COCc1ccc2c(C(C(=O)NS(=O)(=O)c3ccc(C)cc3OC)c3ccc4c(c3)OCO4)cn(C)c2c1,536.6060000000003,4.007420000000003,1,8,105.09,8,5,0.25,-5.3005152
14,Cc1ccc(S(=O)(=O)NC(=O)C(c2ccc3c(c2)OCO3)c2cn(C)c3cc(CO)ccc23)cc1,492.5530000000003,3.3447200000000024,2,7,106.86,6,5,0.19230769230769232,-5.769775900000001
15,COCCn1cc(C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)c2ccc3c(c2)OCO3)c2ccc(COC)cc21,580.6590000000002,4.116820000000003,1,9,114.32000000000002,11,5,0.3,-5.7979398
16,COCCn1cc(C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)c2ccc3c(c2)OCO3)c2ccc(F)cc21,554.5960000000003,4.109520000000003,1,8,105.09000000000002,9,5,0.25,-5.720623000000002
14c,Cn1c(C(=O)NC2(C(=O)N[C@H](Cc3ccccc3)C(=O)NCCCN3CCOCC3)CCCC2)cc2ccccc21,559.7110000000006,2.786900000000003,3,6,104.7,11,5,0.46875,-4.9723473
21c,O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCCCN2CCC(O)CC2)CCCC1)c1cc2ccccc2s1,576.7630000000006,3.634400000000003,4,6,110.77000000000001,11,5,0.46875,-5.8519359
25a,O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCCCC(=O)N2CCC(N3CCOCC3)CC2)CCCC1)c1cc2ccccc2s1,673.8800000000005,3.8910000000000036,3,7,120.08,12,6,0.5135135135135135,-5.769775900000001
25f,O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCCC(=O)N2CCN(C3CCOCC3)CC2)CCCC1)c1cc2ccccc2s1,659.8530000000005,3.5009000000000032,3,7,120.08,11,6,0.5,-5.8880281
48d,O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCC2CCN(CC3CCOCC3)CC2)CCCC1)c1cc2ccc(C(F)(F)F)cc2s1,698.8520000000008,5.9450000000000065,3,6,99.77000000000001,11,6,0.5405405405405406,-5.1919103
